,KEY,OI1,CLOSE1,EXPIRY_DT,SCRIP_CODE,TOTAL_VAL
5673,MRPL_31-May-2018_105.0_PE,54000.0,2.9,31-May-2018,79465.0,156600.0
5674,MRPL_31-May-2018_155.0_CE,0.0,1.3,31-May-2018,79857.0,0.0
5675,MRPL_31-May-2018_155.0_PE,0.0,37.6,31-May-2018,79858.0,0.0
5676,MRPL_31-May-2018_157.5_CE,0.0,1.1,31-May-2018,80200.0,0.0
5677,MRPL_31-May-2018_157.5_PE,0.0,39.85,31-May-2018,80201.0,0.0
5678,MRPL_31-May-2018_160.0_CE,0.0,0.95,31-May-2018,80202.0,0.0
5679,MRPL_31-May-2018_160.0_PE,0.0,42.15,31-May-2018,80203.0,0.0
5680,MRPL_31-May-2018_162.5_CE,0.0,0.8,31-May-2018,80204.0,0.0
5681,MRPL_31-May-2018_162.5_PE,0.0,44.5,31-May-2018,80205.0,0.0
5682,MRPL_31-May-2018_165.0_CE,0.0,0.7,31-May-2018,80206.0,0.0
5683,MRPL_31-May-2018_165.0_PE,0.0,46.8,31-May-2018,80207.0,0.0
5684,MRPL_31-May-2018_80.0_CE,0.0,37.5,31-May-2018,79325.0,0.0
5685,MRPL_31-May-2018_80.0_PE,0.0,0.25,31-May-2018,79326.0,0.0
5686,MRPL_31-May-2018_85.0_CE,0.0,32.9,31-May-2018,79329.0,0.0
5687,MRPL_31-May-2018_85.0_PE,4500.0,0.5,31-May-2018,79330.0,2250.0
5688,MRPL_31-May-2018_87.5_CE,0.0,30.65,31-May-2018,79331.0,0.0
5689,MRPL_31-May-2018_87.5_PE,0.0,0.75,31-May-2018,79332.0,0.0
5690,MRPL_31-May-2018_90.0_CE,0.0,28.45,31-May-2018,79333.0,0.0
5691,MRPL_31-May-2018_90.0_PE,45000.0,0.3,31-May-2018,79334.0,13500.0
5692,MRPL_31-May-2018_92.5_CE,0.0,26.3,31-May-2018,79345.0,0.0
5693,MRPL_31-May-2018_92.5_PE,0.0,1.35,31-May-2018,79346.0,0.0
5694,MRPL_31-May-2018_95.0_CE,9000.0,11.0,31-May-2018,79349.0,99000.0
5695,MRPL_31-May-2018_95.0_PE,85500.0,0.75,31-May-2018,79350.0,64125.0
5696,MRPL_31-May-2018_97.5_CE,0.0,22.25,31-May-2018,79458.0,0.0
5697,MRPL_31-May-2018_107.5_CE,0.0,15.25,31-May-2018,79466.0,0.0
5698,MRPL_31-May-2018_107.5_PE,0.0,5.0,31-May-2018,79467.0,0.0
5699,MRPL_31-May-2018_110.0_CE,198000.0,1.6,31-May-2018,79561.0,316800.0
5700,MRPL_31-May-2018_110.0_PE,27000.0,4.55,31-May-2018,79562.0,122850.0
5701,MRPL_31-May-2018_112.5_CE,13500.0,0.9,31-May-2018,79563.0,12150.0
5702,MRPL_31-May-2018_112.5_PE,0.0,7.0,31-May-2018,79564.0,0.0
5703,MRPL_31-May-2018_115.0_CE,126000.0,0.7,31-May-2018,79605.0,88200.0
5704,MRPL_31-May-2018_115.0_PE,18000.0,7.4,31-May-2018,79606.0,133200.0
5705,MRPL_31-May-2018_117.5_CE,0.0,9.9,31-May-2018,79607.0,0.0
5706,MRPL_31-May-2018_117.5_PE,0.0,9.45,31-May-2018,79608.0,0.0
5707,MRF_31-May-2018_70600.0_CE,0.0,4957.35,31-May-2018,79188.0,0.0
5708,MRF_31-May-2018_70600.0_PE,0.0,4092.3,31-May-2018,79189.0,0.0
5709,MRF_31-May-2018_70650.0_CE,0.0,4933.0,31-May-2018,79190.0,0.0
5710,MRF_31-May-2018_70650.0_PE,0.0,4116.95,31-May-2018,79191.0,0.0
5711,MRF_31-May-2018_70700.0_CE,0.0,4908.7,31-May-2018,79192.0,0.0
5712,MRF_31-May-2018_70700.0_PE,0.0,4141.7,31-May-2018,79193.0,0.0
5713,MRF_31-May-2018_70750.0_CE,0.0,4884.5,31-May-2018,79194.0,0.0
5714,MRF_31-May-2018_70750.0_PE,0.0,4166.5,31-May-2018,79195.0,0.0
5715,MRF_31-May-2018_70800.0_CE,0.0,4860.35,31-May-2018,79208.0,0.0
5716,MRF_31-May-2018_70800.0_PE,0.0,4191.45,31-May-2018,79209.0,0.0
5717,MRF_31-May-2018_68750.0_CE,0.0,4088.8,31-May-2018,44874.0,0.0
5718,MRF_31-May-2018_68750.0_PE,0.0,2277.55,31-May-2018,44875.0,0.0
5719,MRF_31-May-2018_68800.0_CE,0.0,4060.75,31-May-2018,44876.0,0.0
5720,MRF_31-May-2018_68800.0_PE,0.0,2298.8,31-May-2018,44877.0,0.0
5721,MRF_31-May-2018_68850.0_CE,0.0,4032.85,31-May-2018,44878.0,0.0
5722,MRF_31-May-2018_68850.0_PE,0.0,2320.2,31-May-2018,44879.0,0.0
5723,MRF_31-May-2018_68900.0_CE,0.0,4005.05,31-May-2018,44880.0,0.0
5724,MRF_31-May-2018_68900.0_PE,0.0,2341.7,31-May-2018,44881.0,0.0
5725,MRF_31-May-2018_68950.0_CE,0.0,3977.4,31-May-2018,44882.0,0.0
5726,MRF_31-May-2018_68950.0_PE,0.0,2363.3,31-May-2018,44883.0,0.0
5727,MRF_31-May-2018_69000.0_CE,0.0,3949.85,31-May-2018,44884.0,0.0
5728,MRF_31-May-2018_69000.0_PE,0.0,2385.05,31-May-2018,44885.0,0.0
5729,MRF_31-May-2018_69050.0_CE,0.0,4319.55,31-May-2018,44446.0,0.0
5730,MRF_31-May-2018_69050.0_PE,0.0,2302.05,31-May-2018,44447.0,0.0
5731,MRF_31-May-2018_69100.0_CE,0.0,5729.0,31-May-2018,78803.0,0.0
5732,MRF_31-May-2018_69100.0_PE,0.0,3392.75,31-May-2018,78804.0,0.0
5733,MRF_31-May-2018_69150.0_CE,0.0,5702.0,31-May-2018,78805.0,0.0
5734,MRF_31-May-2018_69150.0_PE,0.0,3414.8,31-May-2018,78806.0,0.0
5735,MRF_31-May-2018_69200.0_CE,0.0,5675.15,31-May-2018,78807.0,0.0
5736,MRF_31-May-2018_69200.0_PE,0.0,3437.0,31-May-2018,78808.0,0.0
5737,MRF_31-May-2018_72000.0_PE,0.0,4111.35,31-May-2018,35898.0,0.0
5738,MRF_31-May-2018_72050.0_CE,0.0,5901.3,31-May-2018,35912.0,0.0
5739,MRF_31-May-2018_72050.0_PE,0.0,4134.75,31-May-2018,35913.0,0.0
5740,MRF_31-May-2018_72100.0_CE,0.0,5875.75,31-May-2018,35916.0,0.0
5741,MRF_31-May-2018_72100.0_PE,0.0,4158.25,31-May-2018,35917.0,0.0
5742,MRF_31-May-2018_72150.0_CE,0.0,5850.25,31-May-2018,35931.0,0.0
5743,MRF_31-May-2018_72150.0_PE,0.0,4181.85,31-May-2018,35932.0,0.0
5744,MRF_31-May-2018_72200.0_CE,0.0,5824.85,31-May-2018,35939.0,0.0
5745,MRF_31-May-2018_72200.0_PE,0.0,4205.5,31-May-2018,35940.0,0.0
5746,MRF_31-May-2018_72250.0_CE,0.0,5799.5,31-May-2018,35942.0,0.0
5747,MRF_31-May-2018_72250.0_PE,0.0,4229.25,31-May-2018,35943.0,0.0
5748,MRF_31-May-2018_72300.0_CE,0.0,5774.25,31-May-2018,35944.0,0.0
5749,MRF_31-May-2018_72300.0_PE,0.0,4253.05,31-May-2018,35945.0,0.0
5750,MRF_31-May-2018_72350.0_CE,0.0,5749.1,31-May-2018,35946.0,0.0
5751,MRF_31-May-2018_72350.0_PE,0.0,4276.95,31-May-2018,35947.0,0.0
5752,MRF_31-May-2018_72400.0_CE,0.0,5724.0,31-May-2018,35952.0,0.0
5753,MRF_31-May-2018_72400.0_PE,0.0,4300.9,31-May-2018,35954.0,0.0
5754,MRF_31-May-2018_69250.0_CE,0.0,5648.35,31-May-2018,78809.0,0.0
5755,MRF_31-May-2018_69250.0_PE,0.0,3459.25,31-May-2018,78810.0,0.0
5756,MRF_31-May-2018_69300.0_CE,0.0,5621.65,31-May-2018,78811.0,0.0
5757,MRF_31-May-2018_69300.0_PE,0.0,3481.55,31-May-2018,78812.0,0.0
5758,MRF_31-May-2018_69350.0_CE,0.0,5595.05,31-May-2018,78813.0,0.0
5759,MRF_31-May-2018_69350.0_PE,0.0,3504.0,31-May-2018,78814.0,0.0
5760,MRF_31-May-2018_69400.0_CE,0.0,5568.5,31-May-2018,78815.0,0.0
5761,MRF_31-May-2018_69400.0_PE,0.0,3526.5,31-May-2018,78816.0,0.0
5762,MRF_31-May-2018_69450.0_CE,0.0,5542.05,31-May-2018,78817.0,0.0
5763,MRF_31-May-2018_69450.0_PE,0.0,3549.1,31-May-2018,78844.0,0.0
5764,MRF_31-May-2018_69500.0_CE,0.0,5515.7,31-May-2018,78845.0,0.0
5765,MRF_31-May-2018_69500.0_PE,0.0,3571.8,31-May-2018,78852.0,0.0
5766,MRF_31-May-2018_69550.0_CE,0.0,5489.45,31-May-2018,78853.0,0.0
5767,MRF_31-May-2018_69550.0_PE,0.0,3594.55,31-May-2018,78858.0,0.0
5768,MRF_31-May-2018_69600.0_CE,0.0,5463.25,31-May-2018,78859.0,0.0
5769,MRF_31-May-2018_69600.0_PE,0.0,3617.4,31-May-2018,78892.0,0.0
5770,MRF_31-May-2018_69650.0_CE,0.0,5437.15,31-May-2018,78893.0,0.0
5771,MRF_31-May-2018_69650.0_PE,0.0,3640.35,31-May-2018,78894.0,0.0
5772,MRF_31-May-2018_69700.0_CE,0.0,5411.15,31-May-2018,78895.0,0.0
5773,MRF_31-May-2018_69900.0_CE,0.0,5307.95,31-May-2018,78903.0,0.0
5774,MRF_31-May-2018_69900.0_PE,0.0,3756.35,31-May-2018,78904.0,0.0
5775,MRF_31-May-2018_69950.0_CE,0.0,5282.4,31-May-2018,78905.0,0.0
5776,MRF_31-May-2018_69950.0_PE,0.0,3779.8,31-May-2018,78906.0,0.0
5777,MRF_31-May-2018_70000.0_CE,0.0,5256.9,31-May-2018,78907.0,0.0
5778,MRF_31-May-2018_70000.0_PE,0.0,3803.35,31-May-2018,78908.0,0.0
5779,MRF_31-May-2018_70050.0_CE,0.0,5231.5,31-May-2018,78909.0,0.0
5780,MRF_31-May-2018_70050.0_PE,0.0,3827.0,31-May-2018,78910.0,0.0
5781,MRF_31-May-2018_70100.0_CE,0.0,5206.15,31-May-2018,78911.0,0.0
5782,MRF_31-May-2018_70100.0_PE,0.0,3850.7,31-May-2018,78912.0,0.0
5783,MRF_31-May-2018_70150.0_CE,0.0,5180.95,31-May-2018,78913.0,0.0
5784,MRF_31-May-2018_70150.0_PE,0.0,3874.5,31-May-2018,78932.0,0.0
5785,MRF_31-May-2018_70200.0_CE,0.0,5155.75,31-May-2018,78933.0,0.0
5786,MRF_31-May-2018_70200.0_PE,0.0,3898.4,31-May-2018,78934.0,0.0
5787,MRF_31-May-2018_70250.0_CE,0.0,5130.7,31-May-2018,78935.0,0.0
5788,MRF_31-May-2018_70250.0_PE,0.0,3922.35,31-May-2018,78936.0,0.0
5789,MRF_31-May-2018_70300.0_CE,0.0,5105.75,31-May-2018,78969.0,0.0
5790,MRF_31-May-2018_70300.0_PE,0.0,3946.4,31-May-2018,78970.0,0.0
5791,MRF_31-May-2018_70350.0_CE,0.0,5080.85,31-May-2018,79178.0,0.0
5792,MRF_31-May-2018_70350.0_PE,0.0,3970.55,31-May-2018,79179.0,0.0
5793,MRF_31-May-2018_70400.0_CE,0.0,5056.0,31-May-2018,79180.0,0.0
5794,MRF_31-May-2018_70400.0_PE,0.0,3994.8,31-May-2018,79181.0,0.0
5795,MRF_31-May-2018_70450.0_CE,0.0,5031.3,31-May-2018,79182.0,0.0
5796,MRF_31-May-2018_70450.0_PE,0.0,4019.1,31-May-2018,79183.0,0.0
5797,MRF_31-May-2018_70500.0_CE,0.0,5006.65,31-May-2018,79184.0,0.0
5798,MRF_31-May-2018_70500.0_PE,0.0,4043.5,31-May-2018,79185.0,0.0
5799,MRF_31-May-2018_70550.0_CE,0.0,4981.85,31-May-2018,79186.0,0.0
5800,MRF_31-May-2018_70550.0_PE,0.0,4067.7,31-May-2018,79187.0,0.0
5801,MRF_31-May-2018_73450.0_CE,0.0,5214.5,31-May-2018,36048.0,0.0
5802,MRF_31-May-2018_73450.0_PE,0.0,4821.9,31-May-2018,36049.0,0.0
5803,MRF_31-May-2018_73500.0_CE,0.0,5130.5,31-May-2018,37069.0,0.0
5804,MRF_31-May-2018_73500.0_PE,0.0,4581.95,31-May-2018,37073.0,0.0
5805,MRF_31-May-2018_73550.0_CE,0.0,5106.75,31-May-2018,37074.0,0.0
5806,MRF_31-May-2018_73550.0_PE,0.0,4607.3,31-May-2018,37077.0,0.0
5807,MRF_31-May-2018_73600.0_CE,0.0,5083.1,31-May-2018,37081.0,0.0
5808,MRF_31-May-2018_73600.0_PE,0.0,4632.7,31-May-2018,37082.0,0.0
5809,MRF_31-May-2018_73650.0_CE,0.0,5059.5,31-May-2018,37085.0,0.0
5810,MRF_31-May-2018_73650.0_PE,0.0,4658.2,31-May-2018,37092.0,0.0
5811,MRF_31-May-2018_73700.0_CE,0.0,5036.0,31-May-2018,37093.0,0.0
5812,MRF_31-May-2018_73700.0_PE,0.0,4683.75,31-May-2018,37097.0,0.0
5813,MRF_31-May-2018_73750.0_CE,0.0,5097.5,31-May-2018,38162.0,0.0
5814,MRF_31-May-2018_73750.0_PE,0.0,4122.25,31-May-2018,38163.0,0.0
5815,MRF_31-May-2018_73800.0_CE,0.0,5072.9,31-May-2018,38164.0,0.0
5816,MRF_31-May-2018_73800.0_PE,0.0,4146.75,31-May-2018,38165.0,0.0
5817,MRF_31-May-2018_73850.0_CE,0.0,5048.1,31-May-2018,38166.0,0.0
5818,MRF_31-May-2018_73850.0_PE,0.0,4171.05,31-May-2018,38167.0,0.0
5819,MRF_31-May-2018_73900.0_CE,0.0,5023.65,31-May-2018,38168.0,0.0
5820,MRF_31-May-2018_73900.0_PE,0.0,4195.7,31-May-2018,38169.0,0.0
5821,MRF_31-May-2018_74000.0_CE,0.0,4975.0,31-May-2018,38172.0,0.0
5822,MRF_31-May-2018_74000.0_PE,0.0,4245.2,31-May-2018,38175.0,0.0
5823,MRF_31-May-2018_74250.0_CE,0.0,4854.85,31-May-2018,38189.0,0.0
5824,MRF_31-May-2018_74250.0_PE,0.0,4370.55,31-May-2018,38193.0,0.0
5825,MRF_31-May-2018_70850.0_CE,0.0,4836.3,31-May-2018,79210.0,0.0
5826,MRF_31-May-2018_70850.0_PE,0.0,4216.45,31-May-2018,79214.0,0.0
5827,MRF_31-May-2018_70900.0_CE,0.0,4812.35,31-May-2018,79215.0,0.0
5828,MRF_31-May-2018_70900.0_PE,0.0,4241.5,31-May-2018,79218.0,0.0
5829,MRF_31-May-2018_70950.0_CE,0.0,4788.5,31-May-2018,79219.0,0.0
5830,MRF_31-May-2018_70950.0_PE,0.0,4266.7,31-May-2018,79220.0,0.0
5831,MRF_31-May-2018_71000.0_CE,0.0,4764.7,31-May-2018,79221.0,0.0
5832,MRF_31-May-2018_71000.0_PE,0.0,4291.95,31-May-2018,79222.0,0.0
5833,MRF_31-May-2018_71050.0_CE,0.0,4741.0,31-May-2018,79223.0,0.0
5834,MRF_31-May-2018_71050.0_PE,0.0,4317.25,31-May-2018,79224.0,0.0
5835,MRF_31-May-2018_71100.0_CE,0.0,4717.35,31-May-2018,79225.0,0.0
5836,MRF_31-May-2018_71100.0_PE,0.0,4342.7,31-May-2018,79226.0,0.0
5837,MRF_31-May-2018_71150.0_CE,0.0,6374.8,31-May-2018,35793.0,0.0
5838,MRF_31-May-2018_71150.0_PE,0.0,3725.0,31-May-2018,35794.0,0.0
5839,MRF_31-May-2018_71200.0_CE,0.0,6347.8,31-May-2018,35806.0,0.0
5840,MRF_31-May-2018_71200.0_PE,0.0,3747.1,31-May-2018,35808.0,0.0
5841,MRF_31-May-2018_71250.0_CE,0.0,6320.9,31-May-2018,35816.0,0.0
5842,MRF_31-May-2018_71250.0_PE,0.0,3769.3,31-May-2018,35817.0,0.0
5843,MRF_31-May-2018_71300.0_CE,0.0,6294.1,31-May-2018,35819.0,0.0
5844,MRF_31-May-2018_71500.0_CE,0.0,6187.65,31-May-2018,35848.0,0.0
5845,MRF_31-May-2018_71500.0_PE,0.0,3881.35,31-May-2018,35849.0,0.0
5846,MRF_31-May-2018_71550.0_CE,0.0,6161.2,31-May-2018,35850.0,0.0
5847,MRF_31-May-2018_71550.0_PE,0.0,3904.0,31-May-2018,35851.0,0.0
5848,MRF_31-May-2018_71600.0_CE,0.0,6134.9,31-May-2018,35863.0,0.0
5849,MRF_31-May-2018_71600.0_PE,0.0,3926.7,31-May-2018,35864.0,0.0
5850,MRF_31-May-2018_71650.0_CE,0.0,6108.6,31-May-2018,35866.0,0.0
5851,MRF_31-May-2018_71650.0_PE,0.0,3949.5,31-May-2018,35868.0,0.0
5852,MRF_31-May-2018_71700.0_CE,0.0,6082.4,31-May-2018,35869.0,0.0
5853,MRF_31-May-2018_71700.0_PE,0.0,3972.4,31-May-2018,35871.0,0.0
5854,MRF_31-May-2018_71750.0_CE,0.0,6056.3,31-May-2018,35872.0,0.0
5855,MRF_31-May-2018_71750.0_PE,0.0,3995.35,31-May-2018,35873.0,0.0
5856,MRF_31-May-2018_71800.0_CE,0.0,6030.3,31-May-2018,35874.0,0.0
5857,MRF_31-May-2018_71800.0_PE,0.0,4018.4,31-May-2018,35875.0,0.0
5858,MRF_31-May-2018_71850.0_CE,0.0,6004.35,31-May-2018,35876.0,0.0
5859,MRF_31-May-2018_71850.0_PE,0.0,4041.5,31-May-2018,35877.0,0.0
5860,MRF_31-May-2018_71900.0_CE,0.0,5978.45,31-May-2018,35884.0,0.0
5861,MRF_31-May-2018_71900.0_PE,0.0,4064.7,31-May-2018,35885.0,0.0
5862,MRF_31-May-2018_71950.0_CE,0.0,5952.65,31-May-2018,35888.0,0.0
5863,MRF_31-May-2018_71950.0_PE,0.0,4088.0,31-May-2018,35889.0,0.0
5864,MRF_31-May-2018_72000.0_CE,0.0,5926.95,31-May-2018,35897.0,0.0
5865,MRF_31-May-2018_79500.0_CE,0.0,2370.55,31-May-2018,37542.0,0.0
5866,MRF_31-May-2018_79500.0_PE,0.0,5502.5,31-May-2018,37544.0,0.0
5867,MRF_31-May-2018_79750.0_CE,0.0,2286.1,31-May-2018,37545.0,0.0
5868,MRF_31-May-2018_79750.0_PE,0.0,5665.35,31-May-2018,37547.0,0.0
5869,MRF_31-May-2018_80000.0_CE,15.0,500.0,31-May-2018,37548.0,7500.0
5870,MRF_31-May-2018_80000.0_PE,0.0,5830.5,31-May-2018,37549.0,0.0
5871,MRF_31-May-2018_80250.0_CE,0.0,2124.2,31-May-2018,37552.0,0.0
5872,MRF_31-May-2018_80250.0_PE,0.0,5998.0,31-May-2018,37554.0,0.0
5873,MRF_31-May-2018_80500.0_CE,0.0,2046.65,31-May-2018,37559.0,0.0
5874,MRF_31-May-2018_80500.0_PE,0.0,6167.7,31-May-2018,37560.0,0.0
5875,MRF_31-May-2018_80750.0_CE,0.0,2664.5,31-May-2018,39127.0,0.0
5876,MRF_31-May-2018_80750.0_PE,0.0,5567.55,31-May-2018,39136.0,0.0
5877,MRF_31-May-2018_81000.0_CE,0.0,2576.35,31-May-2018,39138.0,0.0
5878,MRF_31-May-2018_81000.0_PE,0.0,5726.85,31-May-2018,39139.0,0.0
5879,MRF_31-May-2018_81250.0_CE,0.0,2490.5,31-May-2018,39140.0,0.0
5880,MRF_31-May-2018_81250.0_PE,0.0,5888.35,31-May-2018,39141.0,0.0
5881,MRF_31-May-2018_81500.0_CE,0.0,2406.8,31-May-2018,39144.0,0.0
5882,MRF_31-May-2018_81500.0_PE,0.0,6052.1,31-May-2018,39145.0,0.0
5883,MRF_31-May-2018_81750.0_CE,0.0,2325.3,31-May-2018,39151.0,0.0
5884,MRF_31-May-2018_81750.0_PE,0.0,6218.05,31-May-2018,39152.0,0.0
5885,MRF_31-May-2018_82000.0_CE,0.0,2246.0,31-May-2018,39158.0,0.0
5886,MRF_31-May-2018_82000.0_PE,0.0,6386.1,31-May-2018,39159.0,0.0
5887,MRF_31-May-2018_82250.0_CE,0.0,1993.95,31-May-2018,39971.0,0.0
5888,MRF_31-May-2018_82250.0_PE,0.0,6306.8,31-May-2018,39975.0,0.0
5889,MRF_31-May-2018_72450.0_CE,0.0,5698.95,31-May-2018,35955.0,0.0
5890,MRF_31-May-2018_72450.0_PE,0.0,4324.95,31-May-2018,35963.0,0.0
5891,MRF_31-May-2018_72500.0_CE,0.0,5674.05,31-May-2018,35964.0,0.0
5892,MRF_31-May-2018_72500.0_PE,0.0,4349.1,31-May-2018,35967.0,0.0
5893,MRF_31-May-2018_72550.0_CE,0.0,5649.15,31-May-2018,35973.0,0.0
5894,MRF_31-May-2018_72550.0_PE,0.0,4373.3,31-May-2018,35974.0,0.0
5895,MRF_31-May-2018_72600.0_CE,0.0,5624.4,31-May-2018,35976.0,0.0
5896,MRF_31-May-2018_72600.0_PE,0.0,4397.6,31-May-2018,35977.0,0.0
5897,MRF_31-May-2018_72650.0_CE,0.0,5599.65,31-May-2018,35978.0,0.0
5898,MRF_31-May-2018_72650.0_PE,0.0,4421.95,31-May-2018,35979.0,0.0
5899,MRF_31-May-2018_72700.0_CE,0.0,5575.05,31-May-2018,35980.0,0.0
5900,MRF_31-May-2018_72700.0_PE,0.0,4446.4,31-May-2018,35982.0,0.0
5901,MRF_31-May-2018_72750.0_CE,0.0,5550.2,31-May-2018,35987.0,0.0
5902,MRF_31-May-2018_72750.0_PE,0.0,4470.6,31-May-2018,35988.0,0.0
5903,MRF_31-May-2018_72800.0_CE,0.0,5525.7,31-May-2018,36008.0,0.0
5904,MRF_31-May-2018_72800.0_PE,0.0,4495.2,31-May-2018,36016.0,0.0
5905,MRF_31-May-2018_72850.0_CE,0.0,5501.3,31-May-2018,36017.0,0.0
5906,MRF_31-May-2018_72850.0_PE,0.0,4519.85,31-May-2018,36018.0,0.0
5907,MRF_31-May-2018_72900.0_CE,0.0,5477.0,31-May-2018,36019.0,0.0
5908,MRF_31-May-2018_69700.0_PE,0.0,3663.4,31-May-2018,78896.0,0.0
5909,MRF_31-May-2018_69750.0_CE,0.0,5385.25,31-May-2018,78897.0,0.0
5910,MRF_31-May-2018_69750.0_PE,0.0,3686.5,31-May-2018,78898.0,0.0
5911,MRF_31-May-2018_69800.0_CE,0.0,5359.4,31-May-2018,78899.0,0.0
5912,MRF_31-May-2018_69800.0_PE,0.0,3709.7,31-May-2018,78900.0,0.0
5913,MRF_31-May-2018_69850.0_CE,0.0,5333.65,31-May-2018,78901.0,0.0
5914,MRF_31-May-2018_69850.0_PE,0.0,3733.0,31-May-2018,78902.0,0.0
5915,MRF_31-May-2018_73100.0_CE,0.0,5380.5,31-May-2018,36034.0,0.0
5916,MRF_31-May-2018_73100.0_PE,0.0,4644.35,31-May-2018,36035.0,0.0
5917,MRF_31-May-2018_73150.0_CE,0.0,5356.55,31-May-2018,36036.0,0.0
5918,MRF_31-May-2018_73150.0_PE,0.0,4669.5,31-May-2018,36037.0,0.0
5919,MRF_31-May-2018_73200.0_CE,0.0,5332.7,31-May-2018,36038.0,0.0
5920,MRF_31-May-2018_73200.0_PE,0.0,4694.7,31-May-2018,36039.0,0.0
5921,MRF_31-May-2018_73250.0_CE,0.0,5308.9,31-May-2018,36040.0,0.0
5922,MRF_31-May-2018_73250.0_PE,0.0,4720.0,31-May-2018,36041.0,0.0
5923,MRF_31-May-2018_73300.0_CE,0.0,5285.2,31-May-2018,36042.0,0.0
5924,MRF_31-May-2018_73300.0_PE,0.0,4745.35,31-May-2018,36043.0,0.0
5925,MRF_31-May-2018_73350.0_CE,0.0,5261.55,31-May-2018,36044.0,0.0
5926,MRF_31-May-2018_73350.0_PE,0.0,4770.75,31-May-2018,36045.0,0.0
5927,MRF_31-May-2018_73400.0_CE,0.0,5238.0,31-May-2018,36046.0,0.0
5928,MRF_31-May-2018_73400.0_PE,0.0,4796.3,31-May-2018,36047.0,0.0
5929,MRF_31-May-2018_74500.0_CE,0.0,2785.55,31-May-2018,92420.0,0.0
5930,MRF_31-May-2018_74500.0_PE,0.0,3861.85,31-May-2018,92421.0,0.0
5931,MRF_31-May-2018_74750.0_CE,0.0,2681.8,31-May-2018,92422.0,0.0
5932,MRF_31-May-2018_74750.0_PE,0.0,4005.05,31-May-2018,92423.0,0.0
5933,MRF_31-May-2018_75000.0_CE,0.0,2580.9,31-May-2018,92424.0,0.0
5934,MRF_31-May-2018_75000.0_PE,0.0,4151.1,31-May-2018,92425.0,0.0
5935,MRF_31-May-2018_75250.0_CE,0.0,2482.8,31-May-2018,92426.0,0.0
5936,MRF_31-May-2018_75250.0_PE,0.0,4299.95,31-May-2018,92427.0,0.0
5937,MRF_31-May-2018_75500.0_CE,0.0,2387.5,31-May-2018,92428.0,0.0
5938,MRF_31-May-2018_75500.0_PE,0.0,4451.6,31-May-2018,92429.0,0.0
5939,MRF_31-May-2018_75750.0_CE,0.0,2294.95,31-May-2018,92430.0,0.0
5940,MRF_31-May-2018_75750.0_PE,0.0,4606.0,31-May-2018,92431.0,0.0
5941,MRF_31-May-2018_76000.0_CE,0.0,2205.15,31-May-2018,92432.0,0.0
5942,MRF_31-May-2018_76000.0_PE,15.0,848.55,31-May-2018,92433.0,12728.25
5943,MRF_31-May-2018_76250.0_CE,0.0,2118.0,31-May-2018,92434.0,0.0
5944,MRF_31-May-2018_76250.0_PE,0.0,4922.9,31-May-2018,92435.0,0.0
5945,MRF_31-May-2018_76500.0_CE,0.0,2033.45,31-May-2018,92436.0,0.0
5946,MRF_31-May-2018_76500.0_PE,0.0,5085.35,31-May-2018,92437.0,0.0
5947,MRF_31-May-2018_76750.0_CE,0.0,1951.55,31-May-2018,92438.0,0.0
5948,MRF_31-May-2018_71300.0_PE,0.0,3791.55,31-May-2018,35820.0,0.0
5949,MRF_31-May-2018_71350.0_CE,0.0,6267.35,31-May-2018,35821.0,0.0
5950,MRF_31-May-2018_71350.0_PE,0.0,3813.9,31-May-2018,35822.0,0.0
5951,MRF_31-May-2018_71400.0_CE,0.0,6240.7,31-May-2018,35823.0,0.0
5952,MRF_31-May-2018_71400.0_PE,0.0,3836.3,31-May-2018,35824.0,0.0
5953,MRF_31-May-2018_71450.0_CE,0.0,6214.15,31-May-2018,35826.0,0.0
5954,MRF_31-May-2018_71450.0_PE,0.0,3858.8,31-May-2018,35834.0,0.0
5955,MRF_31-May-2018_77750.0_CE,0.0,1763.6,31-May-2018,36361.0,0.0
5956,MRF_31-May-2018_77750.0_PE,0.0,5456.75,31-May-2018,36368.0,0.0
5957,MRF_31-May-2018_78000.0_CE,45.0,1400.0,31-May-2018,36398.0,63000.0
5958,MRF_31-May-2018_78000.0_PE,0.0,5629.1,31-May-2018,36399.0,0.0
5959,MRF_31-May-2018_78250.0_CE,0.0,2828.8,31-May-2018,37525.0,0.0
5960,MRF_31-May-2018_78250.0_PE,0.0,4724.35,31-May-2018,37527.0,0.0
5961,MRF_31-May-2018_78500.0_CE,0.0,2732.25,31-May-2018,37528.0,0.0
5962,MRF_31-May-2018_78500.0_PE,0.0,4875.1,31-May-2018,37529.0,0.0
5963,MRF_31-May-2018_78750.0_CE,0.0,2638.15,31-May-2018,37530.0,0.0
5964,MRF_31-May-2018_78750.0_PE,0.0,5028.3,31-May-2018,37531.0,0.0
5965,MRF_31-May-2018_79000.0_CE,0.0,2546.55,31-May-2018,37532.0,0.0
5966,MRF_31-May-2018_79000.0_PE,0.0,5183.95,31-May-2018,37536.0,0.0
5967,MRF_31-May-2018_79250.0_CE,0.0,2457.35,31-May-2018,37537.0,0.0
5968,MRF_31-May-2018_79250.0_PE,0.0,5342.0,31-May-2018,37541.0,0.0
5969,MRF_31-May-2018_76750.0_PE,0.0,5250.4,31-May-2018,92439.0,0.0
